X,Y,Index_,event_unique_id,year_,Division,homicide_type,occurrence_date,Hood_ID,Neighbourhood,Lat,Long,FID
-79.3341751,43.665863,381,3233433,2009,D55,Stabbing,2009-04-17T04:00:00.000Z,70,South Riverdale (70),43.665863,-79.3341751,786
-79.4724197,43.6839981,382,3104776,2009,D12,Shooting,2009-04-21T04:00:00.000Z,110,Keelesdale-Eglinton West (110),43.6839981,-79.4724197,787
-79.4988251,43.6844788,383,3185090,2009,D12,Shooting,2009-04-22T04:00:00.000Z,115,Mount Dennis (115),43.6844788,-79.4988251,788
-79.5034866,43.6638908,384,3103646,2009,D11,Shooting,2009-05-01T04:00:00.000Z,114,Lambton Baby Point (114),43.6638908,-79.5034866,789
-79.4370117,43.6499863,385,3201614,2009,D14,Stabbing,2009-05-05T04:00:00.000Z,83,Dufferin Grove (83),43.6499863,-79.4370117,790
-79.5004578,43.668006899999988,386,3059077,2009,D12,Shooting,2009-05-11T04:00:00.000Z,111,Rockcliffe-Smythe (111),43.6680069,-79.5004578,791
-79.3515549,43.658496899999989,387,3330600,2009,D55,Stabbing,2009-05-20T04:00:00.000Z,70,South Riverdale (70),43.6584969,-79.3515549,792
-79.48246,43.683734899999983,388,3386271,2009,D23,Stabbing,2009-05-20T04:00:00.000Z,111,Rockcliffe-Smythe (111),43.6837349,-79.48246,793
-79.5521545,43.695797,389,3250588,2009,D12,Stabbing,2009-06-15T04:00:00.000Z,6,Kingsview Village-The Westway (6),43.695797,-79.5521545,794
-79.4676285,43.71573260000001,390,3420102,2009,D32,Other,2009-06-17T04:00:00.000Z,31,Yorkdale-Glen Park (31),43.7157326,-79.4676285,795
-79.352478,43.6453133,391,3155134,2009,D51,Stabbing,2009-06-21T04:00:00.000Z,70,South Riverdale (70),43.6453133,-79.352478,796
-79.352478,43.6453133,392,3155134,2009,D51,Stabbing,2009-06-21T04:00:00.000Z,70,South Riverdale (70),43.6453133,-79.352478,797
-79.320182800000012,43.668335,393,3041325,2009,D55,Other,2009-05-09T04:00:00.000Z,65,Greenwood-Coxwell (65),43.668335,-79.3201828,798
-79.5119247,43.7345695,394,3440867,2009,D31,Other,2009-07-07T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7345695,-79.5119247,799
-79.285949699999989,43.7715759,395,3096999,2009,D41,Other,2009-07-11T04:00:00.000Z,126,Dorset Park (126),43.7715759,-79.2859497,800
-79.1280975,43.7938194,396,3501395,2009,D43,Shooting,2009-07-19T04:00:00.000Z,131,Rouge (131),43.7938194,-79.1280975,801
-79.2993469,43.783596,397,3139087,2009,D42,Stabbing,2009-07-20T04:00:00.000Z,118,Tam O'Shanter-Sullivan (118),43.783596,-79.2993469,802
-79.4074707,43.6659164,398,3523913,2009,D14,Shooting,2009-07-25T04:00:00.000Z,95,Annex (95),43.6659164,-79.4074707,803
-79.3954315,43.6719017,399,3505649,2009,D53,Shooting,2009-08-01T04:00:00.000Z,95,Annex (95),43.6719017,-79.3954315,804
-79.606369,43.7550163,400,3523721,2009,D23,Shooting,2009-08-02T04:00:00.000Z,1,West Humber-Clairville (1),43.7550163,-79.606369,805
-79.4945831,43.6104546,401,3363634,2009,D51,Shooting,2009-08-04T04:00:00.000Z,17,Mimico (includes Humber Bay Shores) (17),43.6104546,-79.4945831,806
-79.2531891,43.7355843,402,3348714,2009,D41,Shooting,2009-08-05T04:00:00.000Z,138,Eglinton East (138),43.7355843,-79.2531891,807
-79.5930023,43.73806,403,3515443,2009,D23,Shooting,2009-08-10T04:00:00.000Z,1,West Humber-Clairville (1),43.73806,-79.5930023,808
-79.5881653,43.7463188,404,3523004,2009,D23,Shooting,2009-08-16T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7463188,-79.5881653,809
-79.3381882,43.672451,405,3448946,2009,D55,Shooting,2009-09-02T04:00:00.000Z,69,Blake-Jones (69),43.672451,-79.3381882,810
-79.3678894,43.6503944,406,3576028,2009,D51,Shooting,2009-09-05T04:00:00.000Z,73,Moss Park (73),43.6503944,-79.3678894,811
-79.3691254,43.7912979,407,3269913,2009,D33,Shooting,2009-09-07T04:00:00.000Z,49,Bayview Woods-Steeles (49),43.7912979,-79.3691254,812
-79.2726669,43.7175674,408,3575026,2009,D41,Other,2009-09-12T04:00:00.000Z,124,Kennedy Park (124),43.7175674,-79.2726669,813
-79.4160004,43.7816391,614,5020177,2013,D32,Other,2013-07-13T04:00:00.000Z,50,Newtonbrook East (50),43.7816391,-79.4160004,814
-79.3334808,43.815731,615,4822914,2013,D42,Other,2013-02-06T05:00:00.000Z,116,Steeles (116),43.815731,-79.3334808,815
-79.3586884,43.6624184,616,4837042,2013,D51,Other,2013-04-06T04:00:00.000Z,72,Regent Park (72),43.6624184,-79.3586884,816
-79.4100494,43.6441956,617,4799559,2013,D14,Other,2013-07-14T04:00:00.000Z,82,Niagara (82),43.6441956,-79.4100494,817
-79.2150726,43.8187714,618,4948721,2013,D42,Shooting,2013-04-25T04:00:00.000Z,131,Rouge (131),43.8187714,-79.2150726,818
-79.5808563,43.6425743,619,5172838,2013,D22,Stabbing,2013-07-15T04:00:00.000Z,11,Eringate-Centennial-West Deane (11),43.6425743,-79.5808563,819
-79.4254227,43.7574692,620,4924967,2013,D32,Stabbing,2013-04-25T04:00:00.000Z,38,Lansing-Westgate (38),43.7574692,-79.4254227,820
-79.5132217,43.7393913,621,4913839,2013,D31,Other,2013-04-29T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7393913,-79.5132217,821
-79.2637024,43.69207,622,4929615,2013,D41,Stabbing,2013-04-30T04:00:00.000Z,122,Birchcliffe-Cliffside (122),43.69207,-79.2637024,822
-79.5808563,43.6425743,623,5172838,2013,D22,Stabbing,2013-07-15T04:00:00.000Z,11,Eringate-Centennial-West Deane (11),43.6425743,-79.5808563,823
-79.5808563,43.6425743,624,5172838,2013,D22,Stabbing,2013-07-15T04:00:00.000Z,11,Eringate-Centennial-West Deane (11),43.6425743,-79.5808563,824
-79.4213791,43.650959,625,4832188,2013,D14,Shooting,2013-05-19T04:00:00.000Z,81,Trinity-Bellwoods (81),43.650959,-79.4213791,825
-79.300354,43.7125206,626,4829588,2013,D54,Other,2013-05-16T04:00:00.000Z,54,O'Connor-Parkview (54),43.7125206,-79.300354,826
-79.220367400000015,43.821373,627,5001151,2013,D42,Shooting,2013-05-29T04:00:00.000Z,131,Rouge (131),43.821373,-79.2203674,827
-79.2841568,43.8078117,628,5067942,2013,D42,Other,2013-06-03T04:00:00.000Z,129,Agincourt North (129),43.8078117,-79.2841568,828
-79.4706421,43.6378784,629,5162653,2013,D11,Shooting,2013-08-05T04:00:00.000Z,87,High Park-Swansea (87),43.6378784,-79.4706421,829
-79.357215900000014,43.68293,630,5096311,2013,D54,Stabbing,2013-06-27T04:00:00.000Z,57,Broadview North (57),43.68293,-79.3572159,830
-79.5457153,43.7212753,631,5143553,2013,D23,Shooting,2013-08-12T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7212753,-79.5457153,831
-79.5160751,43.7507401,632,5159817,2013,D31,Shooting,2013-07-28T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7507401,-79.5160751,832
-79.5104523,43.7492294,633,5192957,2013,D31,Shooting,2013-08-23T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7492294,-79.5104523,833
-79.2895889,43.7591324,634,GO-20141326860,2014,D41,Other,2014-01-14T05:00:00.000Z,126,Dorset Park (126),43.7591324,-79.2895889,834
-79.5104523,43.7492294,635,5192957,2013,D31,Shooting,2013-08-23T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7492294,-79.5104523,835
-79.5173416,43.6946144,636,GO-20141428622,2014,D23,Shooting,2014-01-29T05:00:00.000Z,8,Humber Heights-Westmount (8),43.6946144,-79.5173416,836
-79.2201233,43.7703896,637,GO-20141431240,2014,D43,Other,2014-01-29T05:00:00.000Z,137,Woburn (137),43.7703896,-79.2201233,837
-79.297287,43.7022209,638,GO-20141381673,2014,D54,Stabbing,2014-02-02T05:00:00.000Z,54,O'Connor-Parkview (54),43.7022209,-79.297287,838
-79.302269,43.7694817,639,GO-20141462653,2014,D41,Other,2014-02-03T05:00:00.000Z,119,Wexford/Maryvale (119),43.7694817,-79.302269,839
-79.4043961,43.7336693,640,GO-20141470629,2014,D32,Shooting,2014-02-04T05:00:00.000Z,105,Lawrence Park North (105),43.7336693,-79.4043961,840
-79.55299380000001,43.6088715,641,GO-20141500533,2014,D22,Shooting,2014-02-09T05:00:00.000Z,20,Alderwood (20),43.6088715,-79.5529938,841
-79.5826874,43.7383919,642,GO-20141518863,2014,D23,Stabbing,2014-02-12T05:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7383919,-79.5826874,842
-79.3373184,43.7165565,643,GO-20141663866,2014,D54,Shooting,2014-03-08T05:00:00.000Z,44,Flemingdon Park (44),43.7165565,-79.3373184,843
-79.51776120000001,43.630878399999986,644,GO-20141667340,2014,D22,Stabbing,2014-03-09T05:00:00.000Z,16,Stonegate-Queensway (16),43.6308784,-79.5177612,844
-79.5283203,43.7045479,645,5143282,2013,D12,Shooting,2013-09-03T04:00:00.000Z,113,Weston (113),43.7045479,-79.5283203,845
-79.3673172,43.8060379,646,5114771,2013,D33,Stabbing,2013-09-12T04:00:00.000Z,48,Hillcrest Village (48),43.8060379,-79.3673172,846
-79.32363890000002,43.6833687,647,5245469,2013,D54,Stabbing,2013-09-14T04:00:00.000Z,66,Danforth (66),43.6833687,-79.3236389,847
-79.5704117,43.676342,648,5269597,2013,D23,Shooting,2013-09-17T04:00:00.000Z,7,Willowridge-Martingrove-Richview (7),43.676342,-79.5704117,848
-79.330810499999984,43.680378,649,GO-20141668180,2014,D55,Other,2014-03-12T04:00:00.000Z,65,Greenwood-Coxwell (65),43.680378,-79.3308105,849
-79.233078,43.7581863,650,GO-20141703051,2014,D43,Stabbing,2014-03-15T04:00:00.000Z,137,Woburn (137),43.7581863,-79.233078,850
-79.4676971,43.6917191,651,5126688,2013,D12,Stabbing,2013-09-20T04:00:00.000Z,112,Beechborough-Greenbrook (112),43.6917191,-79.4676971,851
-79.3513565,43.662468,652,GO-20141703847,2014,D55,Stabbing,2014-03-15T04:00:00.000Z,70,South Riverdale (70),43.662468,-79.3513565,852
-79.3106689,43.6861649,653,GO-20141731923,2014,D55,Shooting,2014-03-19T04:00:00.000Z,62,East End-Danforth (62),43.6861649,-79.3106689,853
-79.3106689,43.6861649,654,GO-20141731923,2014,D55,Shooting,2014-03-19T04:00:00.000Z,62,East End-Danforth (62),43.6861649,-79.3106689,854
-79.4523697,43.668487499999983,655,GO-20141766614,2014,D11,Shooting,2014-03-25T04:00:00.000Z,91,Weston-Pellam Park (91),43.6684875,-79.4523697,855
-79.3680573,43.664466899999987,656,GO-20141824235,2014,D51,Shooting,2014-04-04T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.6644669,-79.3680573,856
-79.213020299999982,43.8190956,657,GO-20141880069,2014,D42,Shooting,2014-04-12T04:00:00.000Z,131,Rouge (131),43.8190956,-79.2130203,857
-79.5195084,43.7025185,658,5128923,2013,D12,Stabbing,2013-10-13T04:00:00.000Z,113,Weston (113),43.7025185,-79.5195084,858
-79.4473343,43.6963615,659,GO-20142003751,2014,D13,Shooting,2014-05-02T04:00:00.000Z,108,Briar Hill-Belgravia (108),43.6963615,-79.4473343,859
-79.3282013,43.6743202,660,GO-20142145283,2014,D55,Shooting,2014-05-24T04:00:00.000Z,65,Greenwood-Coxwell (65),43.6743202,-79.3282013,860
-79.2875366,43.8082924,661,GO-20142242196,2014,D42,Other,2014-06-10T04:00:00.000Z,129,Agincourt North (129),43.8082924,-79.2875366,861
-79.3734589,43.6573067,662,GO-20142439822,2014,D51,Shooting,2014-07-06T04:00:00.000Z,73,Moss Park (73),43.6573067,-79.3734589,862
-79.4482269,43.7191162,663,GO-20142452482,2014,D32,Shooting,2014-07-08T04:00:00.000Z,31,Yorkdale-Glen Park (31),43.7191162,-79.4482269,863
-79.327056900000017,43.7838783,664,GO-20142499434,2014,D33,Other,2014-07-15T04:00:00.000Z,117,L'Amoreaux (117),43.7838783,-79.3270569,864
-79.5722122,43.65239720000001,665,GO-20142665166,2014,D22,Stabbing,2014-08-09T04:00:00.000Z,13,Etobicoke West Mall (13),43.6523972,-79.5722122,865
-79.4988251,43.6844788,666,GO-20142728301,2014,D12,Shooting,2014-08-18T04:00:00.000Z,115,Mount Dennis (115),43.6844788,-79.4988251,866
-79.3944855,43.6440315,667,GO-20142777149,2014,D14,Shooting,2014-08-26T04:00:00.000Z,77,Waterfront Communities-The Island (77),43.6440315,-79.3944855,867
-79.426857,43.6617393,668,GO-20142804113,2014,D14,Other,2014-08-30T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6617393,-79.426857,868
-79.3737793,43.6672974,669,GO-20141272537,2014,D51,Other,2014-01-03T05:00:00.000Z,74,North St.James Town (74),43.6672974,-79.3737793,869
-79.3695602,43.6681747,670,GO-20142849540,2014,D51,Other,2014-09-05T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.6681747,-79.3695602,870
-79.2967682,43.6893082,671,GO-20142870125,2014,D54,Stabbing,2014-09-08T04:00:00.000Z,62,East End-Danforth (62),43.6893082,-79.2967682,871
-79.5038376,43.7028809,672,GO-20142870490,2014,D12,Shooting,2014-09-08T04:00:00.000Z,28,Rustic (28),43.7028809,-79.5038376,872
-79.3953781,43.7600479,673,GO-20142886898,2014,D32,Shooting,2014-09-11T04:00:00.000Z,40,St.Andrew-Windfields (40),43.7600479,-79.3953781,873
-79.5305557,43.6467743,674,GO-20142891423,2014,D22,Other,2014-09-11T04:00:00.000Z,14,Islington-City Centre West (14),43.6467743,-79.5305557,874
-79.2247086,43.757843,675,GO-20142905498,2014,D43,Shooting,2014-09-14T04:00:00.000Z,137,Woburn (137),43.757843,-79.2247086,875
-79.3516541,43.7876511,676,GO-20142910832,2014,D33,Other,2014-09-14T04:00:00.000Z,47,Don Valley Village (47),43.7876511,-79.3516541,876
-79.5005188,43.7622452,677,GO-20142929457,2014,D31,Shooting,2014-09-17T04:00:00.000Z,27,York University Heights (27),43.7622452,-79.5005188,877
-79.5838089,43.7468147,678,GO-20142966747,2014,D23,Stabbing,2014-09-23T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7468147,-79.5838089,878
-79.3313522,43.681713099999989,679,GO-20142992607,2014,D54,Stabbing,2014-09-27T04:00:00.000Z,66,Danforth (66),43.6817131,-79.3313522,879
-79.2205582,43.742836,680,GO-20143005270,2014,D43,Shooting,2014-09-29T04:00:00.000Z,139,Scarborough Village (139),43.742836,-79.2205582,880
-79.4449997,43.696071599999989,681,GO-20143017592,2014,D13,Stabbing,2014-09-30T04:00:00.000Z,107,Oakwood Village (107),43.6960716,-79.4449997,881
-79.474075299999981,43.6789017,682,GO-20143045566,2014,D12,Shooting,2014-10-05T04:00:00.000Z,90,Junction Area (90),43.6789017,-79.4740753,882
-79.545532199999982,43.700695,683,GO-20143053009,2014,D23,Shooting,2014-10-06T04:00:00.000Z,6,Kingsview Village-The Westway (6),43.700695,-79.5455322,883
-79.545532199999982,43.700695,684,GO-20143053009,2014,D23,Shooting,2014-10-06T04:00:00.000Z,6,Kingsview Village-The Westway (6),43.700695,-79.5455322,884
-79.3637543,43.6572227,685,GO-20143053896,2014,D51,Shooting,2014-10-06T04:00:00.000Z,72,Regent Park (72),43.6572227,-79.3637543,885
-79.361152600000011,43.790741,686,GO-20143094406,2014,D33,Other,2014-10-13T04:00:00.000Z,47,Don Valley Village (47),43.790741,-79.3611526,886
-79.4381866,43.6664314,687,GO-20143107536,2014,D11,Other,2014-10-15T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6664314,-79.4381866,887
-79.4860001,43.742870299999986,688,GO-20143208371,2014,D31,Shooting,2014-10-30T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7428703,-79.4860001,888
-79.4715118,43.690979,689,GO-20143252379,2014,D12,Shooting,2014-11-06T05:00:00.000Z,112,Beechborough-Greenbrook (112),43.690979,-79.4715118,889
-79.366951,43.6565018,690,5260102,2013,D51,Shooting,2013-09-23T04:00:00.000Z,73,Moss Park (73),43.6565018,-79.366951,890
-79.4829025,43.6788063,691,4934653,2013,D12,Other,2013-05-24T04:00:00.000Z,111,Rockcliffe-Smythe (111),43.6788063,-79.4829025,891
-79.3846512,43.650444,692,5237175,2013,D52,Stabbing,2013-10-06T04:00:00.000Z,76,Bay Street Corridor (76),43.650444,-79.3846512,892
-79.398925800000015,43.6551399,693,5229819,2013,D52,Other,2013-10-20T04:00:00.000Z,78,Kensington-Chinatown (78),43.6551399,-79.3989258,893
-79.364502,43.6597633,694,GO-20135070453,2013,D51,Other,2013-11-01T04:00:00.000Z,72,Regent Park (72),43.6597633,-79.364502,894
-79.4223862,43.6738396,695,GO-2013939200,2013,D13,Other,2013-11-09T05:00:00.000Z,94,Wychwood (94),43.6738396,-79.4223862,895
-79.298027,43.6788864,696,GO-2013943773,2013,D55,Shooting,2013-11-10T05:00:00.000Z,62,East End-Danforth (62),43.6788864,-79.298027,896
-79.3952713,43.730171199999987,697,GO-20131036741,2013,D32,Stabbing,2013-11-25T05:00:00.000Z,105,Lawrence Park North (105),43.7301712,-79.3952713,897
-79.5101013,43.7115097,698,GO-20131225193,2013,D12,Other,2013-12-26T05:00:00.000Z,23,Pelmo Park-Humberlea (23),43.7115097,-79.5101013,898
-79.2721939,43.824276,699,GO-20131231259,2013,D42,Other,2013-12-27T05:00:00.000Z,130,Milliken (130),43.824276,-79.2721939,899
-79.4502182,43.7530708,700,4832295,2013,D32,Other,2013-07-04T04:00:00.000Z,34,Bathurst Manor (34),43.7530708,-79.4502182,900
-79.2264557,43.8298149,701,1786165,2006,D42,Shooting,2006-07-12T04:00:00.000Z,131,Rouge (131),43.8298149,-79.2264557,901
-79.2633667,43.7125626,702,4140412,2011,D41,Other,2011-10-17T04:00:00.000Z,120,Clairlea-Birchmount (120),43.7125626,-79.2633667,902
-79.4228516,43.6412392,703,3405116,2011,D14,Other,2011-10-07T04:00:00.000Z,84,Little Portugal (84),43.6412392,-79.4228516,903
-79.542305,43.7684555,704,4913786,2013,D31,Shooting,2013-02-24T05:00:00.000Z,21,Humber Summit (21),43.7684555,-79.542305,904
-79.4108047,43.7697296,705,5000885,2013,D32,Shooting,2013-06-16T04:00:00.000Z,51,Willowdale East (51),43.7697296,-79.4108047,905
-79.5858307,43.7509766,706,GO-20131032372,2013,D23,Shooting,2013-11-24T05:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7509766,-79.5858307,906
-79.48246,43.683734899999983,707,3386271,2009,D12,Other,2009-05-20T04:00:00.000Z,111,Rockcliffe-Smythe (111),43.6837349,-79.48246,907
-79.3413849,43.7080193,708,GO-20143392120,2014,D53,Stabbing,2014-11-29T05:00:00.000Z,55,Thorncliffe Park (55),43.7080193,-79.3413849,908
-79.3413849,43.7080193,709,GO-20143392120,2014,D53,Stabbing,2014-11-29T05:00:00.000Z,55,Thorncliffe Park (55),43.7080193,-79.3413849,909
-79.3413849,43.7080193,710,GO-20143392120,2014,D53,Stabbing,2014-11-29T05:00:00.000Z,55,Thorncliffe Park (55),43.7080193,-79.3413849,910
-79.3860626,43.6552429,711,GO-20143310199,2014,D52,Shooting,2014-11-16T05:00:00.000Z,76,Bay Street Corridor (76),43.6552429,-79.3860626,911
-79.3737793,43.6672974,712,GO-20143420091,2014,D51,Stabbing,2014-12-01T05:00:00.000Z,74,North St.James Town (74),43.6672974,-79.3737793,912
-79.2548218,43.7455254,713,GO-20143423102,2014,D41,Stabbing,2014-12-04T05:00:00.000Z,127,Bendale (127),43.7455254,-79.2548218,913
-79.4682236,43.6563339,714,GO-20143455828,2014,D11,Stabbing,2014-12-09T05:00:00.000Z,88,High Park North (88),43.6563339,-79.4682236,914
